Branch_Name Customer_Code Customer_Name Customer_Type Category_Name Lat Long Product_Code Product_Description rSales
ORIENTE 50037 "ABAR 3 HERMANOS" PLATA RTEC 19.40631 -99.07948 1008043774 "PAKETITO FROOT LOOPS 25GR" 64
ORIENTE 50043 "ABAR ABITA" PLATA RTEC 19.412497 -99.07948 1008043774 "PAKETITO FROOT LOOPS 25GR" 16
ORIENTE 50050 "ABAR ADRIANITAS" PLATA RTEC 19.366655 -99.088372 1008043774 "PAKETITO FROOT LOOPS 25GR" 80
ORIENTE 50058 "ABAR ALEX" PLATA RTEC 19.3763 -99.0994 1008043774 "PAKETITO FROOT LOOPS 25GR" 40
ORIENTE 50059 "ABAR ALEX" PLATA RTEC 19.360896 -99.103733 1008043774 "PAKETITO FROOT LOOPS 25GR" 9
ORIENTE 50060 "ABAR ALHOBRAS" PLATA RTEC 19.3954 -99.1366 1008043774 "PAKETITO FROOT LOOPS 25GR" 60
ORIENTE 50062 "ABAR ALVA" PLATA RTEC 19.358842 -99.083412 1008043774 "PAKETITO FROOT LOOPS 25GR" 9
ORIENTE 50064 "ABAR AMAK" PLATA RTEC 19.39446 -99.11905 1008043774 "PAKETITO FROOT LOOPS 25GR" 64
ORIENTE 50068 "ABAR AND 3" PLATA RTEC 19.37485 -99.061529 1008043774 "PAKETITO FROOT LOOPS 25GR" 10
ORIENTE 50075 "ABAR ANGEL DE L" PLATA RTEC 19.37421 -99.10544 1008043774 "PAKETITO FROOT LOOPS 25GR" 10
ORIENTE 50078 "ABAR ANGELICA" PLATA RTEC 19.3928 -99.0621 1008043774 "PAKETITO FROOT LOOPS 25GR" 8
ORIENTE 50079 "ABAR ANGELICA" PLATA RTEC 19.370896 -99.135681 1008043774 "PAKETITO FROOT LOOPS 25GR" 9
ORIENTE 50084 "ABAR ANGY" PLATA RTEC 19.366718 -99.091904 1008043774 "PAKETITO FROOT LOOPS 25GR" 14
ORIENTE 50086 "ABAR ANITA" PLATA RTEC 19.394642 -99.12492 1008043774 "PAKETITO FROOT LOOPS 25GR" 63
ORIENTE 50087 "ABAR ANITA" PLATA RTEC 19.4087 -99.0886 1008043774 "PAKETITO FROOT LOOPS 25GR" 11
ORIENTE 50094 "ABAR ARACELI" PLATA RTEC 19.3997 -99.1208 1008043774 "PAKETITO FROOT LOOPS 25GR" 112
ORIENTE 50098 "ABAR ARCO IRIS" PLATA RTEC 19.3676 -99.1138 1008043774 "PAKETITO FROOT LOOPS 25GR" 54
ORIENTE 50105 "ABAR ARIES" PLATA RTEC 19.3839 -99.0845 1008043774 "PAKETITO FROOT LOOPS 25GR" 20
ORIENTE 50111 "ABAR ARROYO" PLATA RTEC 19.3584 -99.1166 1008043774 "PAKETITO FROOT LOOPS 25GR" 42
ORIENTE 50116 "ABAR ASUNCION" PLATA RTEC 19.36285 -99.092066 1008043774 "PAKETITO FROOT LOOPS 25GR" 3
ORIENTE 50130 "ABAR BARUSH" PLATA RTEC 19.3908 -99.1249 1008043774 "PAKETITO FROOT LOOPS 25GR" 22
ORIENTE 50135 "ABAR BETANCURT" PLATA RTEC 19.414018 -99.077908 1008043774 "PAKETITO FROOT LOOPS 25GR" 77
ORIENTE 50139 "ABAR BETY" PLATA RTEC 19.3899 -99.0816 1008043774 "PAKETITO FROOT LOOPS 25GR" 28
ORIENTE 50143 "ABAR BIBI" PLATA RTEC 19.4043 -99.1151 1008043774 "PAKETITO FROOT LOOPS 25GR" 21
ORIENTE 50144 "ABAR BICHO" PLATA RTEC 19.386553 -99.070915 1008043774 "PAKETITO FROOT LOOPS 25GR" 8
ORIENTE 50148 "ABAR BLANQUITA" PLATA RTEC 19.406549 -99.07006 1008043774 "PAKETITO FROOT LOOPS 25GR" 4
ORIENTE 50152 "ABAR BRENDA" PLATA RTEC 19.415437 -99.0788 1008043774 "PAKETITO FROOT LOOPS 25GR" 77
ORIENTE 50155 "ABAR BRENDA" PLATA RTEC 19.39961 -99.12083 1008043774 "PAKETITO FROOT LOOPS 25GR" 50
ORIENTE 50160 "ABAR BRYAN" PLATA RTEC 19.428886 -99.06195 1008043774 "PAKETITO FROOT LOOPS 25GR" 57
ORIENTE 50171 "ABAR CAMPO AZUL" PLATA RTEC 19.3808 -99.1067 1008043774 "PAKETITO FROOT LOOPS 25GR" 0
